# File: ./example_outputs/basins235/Land_type_area_ha.csv
# Author: moirai
# Description: area (ha) for land cells in country X glu X land type X protected category X year
# Original source: hyde land use areas; reference veg; land cover; country raster; glu raster; hyde land area
# ----------
iso,glu_code,land_type,year,value
gha,160,1421,2016,44280
gha,160,1422,2016,70076
gha,160,1423,2016,1279
gha,160,1426,2016,223
gha,160,1427,2016,23
gha,160,1431,2016,990
gha,160,1432,2016,2074
gha,160,1433,2016,7
gha,160,1436,2016,1
gin,142,1,2016,1231
gin,142,2,2016,12869
gin,142,11,2016,279
gin,142,12,2016,1148
gin,142,21,2016,75
gin,142,22,2016,234
gin,142,32,2016,97
gin,142,101,2016,18089
gin,142,102,2016,1638599
gin,142,103,2016,10145
gin,142,104,2016,23
gin,142,105,2016,2
gin,142,106,2016,309
gin,142,107,2016,10
gin,142,111,2016,8282
gin,142,112,2016,1476682
gin,142,113,2016,1657
gin,142,114,2016,10
gin,142,115,2016,7
gin,142,116,2016,55
gin,142,121,2016,8591
gin,142,122,2016,1412559
gin,142,123,2016,812
gin,142,124,2016,7
gin,142,125,2016,5
gin,142,126,2016,22
gin,142,131,2016,296
gin,142,132,2016,16795
gin,142,133,2016,19
gin,142,201,2016,11260
gin,142,202,2016,163222
gin,142,211,2016,860
gin,142,212,2016,86276
gin,142,221,2016,386
gin,142,222,2016,74435
gin,142,231,2016,22
gin,142,232,2016,634
gin,142,901,2016,17456
gin,142,902,2016,2609202
gin,142,903,2016,33681
gin,142,904,2016,57
gin,142,905,2016,73
gin,142,906,2016,50
gin,142,911,2016,8546
gin,142,912,2016,1287480
gin,142,913,2016,2419
gin,142,914,2016,6
gin,142,915,2016,21
gin,142,916,2016,11
gin,142,921,2016,8795
gin,142,922,2016,2215055
gin,142,923,2016,3656
gin,142,924,2016,10
gin,142,925,2016,46
gin,142,926,2016,15
gin,142,931,2016,433
gin,142,932,2016,12066
gin,142,933,2016,31
gin,142,1001,2016,35012
gin,142,1002,2016,175851
gin,142,1011,2016,4078
gin,142,1012,2016,86589
gin,142,1021,2016,3771
gin,142,1022,2016,80236
gin,142,1031,2016,2243
gin,142,1032,2016,8909
gin,142,1101,2016,963
gin,142,1102,2016,50878
gin,142,1111,2016,114
gin,142,1112,2016,68393
gin,142,1121,2016,58
gin,142,1122,2016,56327
gin,142,1132,2016,506
gin,149,101,2016,4430
gin,149,102,2016,1623702
gin,149,105,2016,2165
gin,149,111,2016,528
gin,149,112,2016,118800
gin,149,115,2016,39
gin,149,121,2016,5224
gin,149,122,2016,1841659
gin,149,125,2016,1086
gin,149,131,2016,16
gin,149,132,2016,3524
gin,149,135,2016,1
gin,149,901,2016,6736
gin,149,902,2016,2304106
gin,149,911,2016,7150
gin,149,912,2016,442622
gin,149,921,2016,26031
gin,149,922,2016,2713294
gin,149,931,2016,269
gin,149,932,2016,6805
gin,149,1001,2016,1123
gin,149,1002,2016,315939
gin,149,1011,2016,176
gin,149,1012,2016,9489
gin,149,1021,2016,1505
gin,149,1022,2016,229751
gin,149,1031,2016,11
gin,149,1032,2016,669
gin,152,101,2016,28
gin,152,102,2016,66555
gin,152,111,2016,42
gin,152,112,2016,34980
gin,152,121,2016,57
gin,152,122,2016,200509
gin,152,131,2016,1
gin,152,132,2016,917
gin,152,901,2016,1708
gin,152,902,2016,709412
gin,152,903,2016,762
gin,152,904,2016,1
gin,152,905,2016,192
gin,152,911,2016,529
gin,152,912,2016,186743
gin,152,913,2016,256
gin,152,914,2016,1
gin,152,915,2016,164
gin,152,921,2016,5626
gin,152,922,2016,1852100
gin,152,923,2016,5977
gin,152,924,2016,5
gin,152,925,2016,1457
gin,152,931,2016,18
gin,152,932,2016,2127
gin,152,1002,2016,2739
gin,152,1012,2016,2286
gin,152,1022,2016,11719
gin,152,1032,2016,81
glp,101,1,2016,8340
glp,101,2,2016,12253
glp,101,3,2016,16775
glp,101,5,2016,37961
glp,101,6,2016,1043
glp,101,7,2016,8531
glp,101,11,2016,3367
glp,101,12,2016,7105
glp,101,13,2016,587
glp,101,15,2016,9799
glp,101,16,2016,149
glp,101,17,2016,1569
glp,101,21,2016,7106
glp,101,22,2016,15376
glp,101,23,2016,1098
glp,101,25,2016,19048
glp,101,26,2016,260
glp,101,27,2016,2876
glp,101,31,2016,385
glp,101,32,2016,1244
glp,101,33,2016,332
glp,101,35,2016,2039
glp,101,36,2016,65
glp,101,37,2016,393
gmb,142,2,2016,955
gmb,142,3,2016,61
gmb,142,5,2016,262
gmb,142,12,2016,793
gmb,142,13,2016,50
gmb,142,15,2016,218
gmb,142,22,2016,331
gmb,142,23,2016,21
gmb,142,25,2016,91
gmb,142,201,2016,5035
gmb,142,202,2016,24988
gmb,142,203,2016,73
gmb,142,205,2016,1504
gmb,142,206,2016,8
gmb,142,207,2016,768
gmb,142,211,2016,6497
gmb,142,212,2016,101757
gmb,142,213,2016,302
gmb,142,215,2016,1315
gmb,142,216,2016,5
gmb,142,217,2016,495
gmb,142,221,2016,1338
gmb,142,222,2016,24772
gmb,142,223,2016,58
gmb,142,225,2016,167
gmb,142,226,2016,1
gmb,142,227,2016,46
gmb,142,231,2016,2198
gmb,142,232,2016,5561
gmb,142,233,2016,20
gmb,142,235,2016,1112
gmb,142,236,2016,5
gmb,142,237,2016,350
gmb,142,901,2016,3134
gmb,142,902,2016,186771
gmb,142,903,2016,188
gmb,142,905,2016,3587
gmb,142,906,2016,33
gmb,142,907,2016,21
gmb,142,911,2016,5748
gmb,142,912,2016,281713
gmb,142,913,2016,225
gmb,142,915,2016,3008
gmb,142,916,2016,71
gmb,142,917,2016,282
gmb,142,921,2016,2166
gmb,142,922,2016,95922
gmb,142,923,2016,65
gmb,142,925,2016,911
gmb,142,926,2016,14
gmb,142,927,2016,45
gmb,142,931,2016,408
gmb,142,932,2016,16043
gmb,142,933,2016,14
gmb,142,935,2016,98
gmb,142,936,2016,8
gmb,142,937,2016,15
gmb,142,1001,2016,6133
gmb,142,1002,2016,90982
gmb,142,1003,2016,5
gmb,142,1005,2016,9940
gmb,142,1006,2016,2
gmb,142,1007,2016,715
gmb,142,1011,2016,7117
gmb,142,1012,2016,88627
gmb,142,1013,2016,29
gmb,142,1015,2016,6598
gmb,142,1016,2016,10
gmb,142,1017,2016,1200
gmb,142,1021,2016,2250
gmb,142,1022,2016,31274
gmb,142,1023,2016,4
gmb,142,1025,2016,4404
gmb,142,1026,2016,1
gmb,142,1027,2016,360
gmb,142,1031,2016,28
gmb,142,1032,2016,2796
gnb,142,1,2016,4773
gnb,142,2,2016,49883
gnb,142,3,2016,9612
gnb,142,4,2016,7
gnb,142,11,2016,1570
gnb,142,12,2016,8790
gnb,142,13,2016,1413
gnb,142,14,2016,2
gnb,142,21,2016,155
gnb,142,22,2016,2609
gnb,142,23,2016,1296
gnb,142,24,2016,1
gnb,142,31,2016,22
gnb,142,32,2016,1693
gnb,142,33,2016,14
gnb,142,101,2016,8401
gnb,142,102,2016,115581
gnb,142,111,2016,3032
gnb,142,112,2016,70061
gnb,142,121,2016,2108
gnb,142,122,2016,110898
gnb,142,131,2016,44
gnb,142,132,2016,763
gnb,142,201,2016,16084
gnb,142,202,2016,89341
gnb,142,203,2016,6609
gnb,142,204,2016,2
gnb,142,206,2016,2869
gnb,142,207,2016,4
gnb,142,211,2016,4518
gnb,142,212,2016,36788
gnb,142,213,2016,1052
gnb,142,216,2016,443
gnb,142,221,2016,3197
gnb,142,222,2016,38785
gnb,142,223,2016,1027
gnb,142,226,2016,447
gnb,142,227,2016,1
gnb,142,231,2016,81
gnb,142,232,2016,1027
gnb,142,901,2016,48946
gnb,142,902,2016,1081485
gnb,142,911,2016,16022
gnb,142,912,2016,372332
gnb,142,921,2016,17830
gnb,142,922,2016,886835
gnb,142,931,2016,1070
gnb,142,932,2016,7757
gnb,142,1001,2016,1606
gnb,142,1002,2016,32914
gnb,142,1011,2016,636
gnb,142,1012,2016,22378
gnb,142,1021,2016,431
gnb,142,1022,2016,22818
gnb,142,1032,2016,141
gnb,142,1101,2016,11093
gnb,142,1102,2016,83854
gnb,142,1111,2016,1048
gnb,142,1112,2016,11274
gnb,142,1121,2016,84
gnb,142,1122,2016,4520
gnb,142,1131,2016,34
gnb,142,1132,2016,370
gnq,162,1,2016,18401
gnq,162,2,2016,18251
gnq,162,3,2016,4072
gnq,162,5,2016,2112
gnq,162,6,2016,791
gnq,162,7,2016,109
gnq,162,11,2016,1509
gnq,162,12,2016,1677
gnq,162,13,2016,156
gnq,162,15,2016,31
gnq,162,16,2016,31
gnq,162,17,2016,2
gnq,162,21,2016,237
gnq,162,22,2016,836
gnq,162,23,2016,142
gnq,162,25,2016,2
gnq,162,31,2016,461
gnq,162,32,2016,337
gnq,162,33,2016,5
gnq,162,36,2016,2
gnq,162,101,2016,36700
gnq,162,102,2016,1346820
gnq,162,103,2016,168276
gnq,162,104,2016,67
gnq,162,105,2016,52656
gnq,162,106,2016,10669
gnq,162,107,2016,413
gnq,162,111,2016,2187
gnq,162,112,2016,111405
gnq,162,113,2016,1326
gnq,162,114,2016,2
gnq,162,115,2016,5302
gnq,162,116,2016,136
gnq,162,117,2016,2
gnq,162,121,2016,1777
gnq,162,122,2016,76514
gnq,162,123,2016,754
gnq,162,125,2016,4310
gnq,162,126,2016,149
gnq,162,127,2016,1
gnq,162,131,2016,8
gnq,162,132,2016,1334
gnq,162,133,2016,32
gnq,162,135,2016,21
gnq,162,901,2016,16529
gnq,162,902,2016,69505
gnq,162,903,2016,44838
gnq,162,906,2016,17824
gnq,162,907,2016,155
gnq,162,911,2016,309
gnq,162,912,2016,2368
gnq,162,913,2016,54
gnq,162,916,2016,49
gnq,162,921,2016,48
gnq,162,922,2016,1464
gnq,162,923,2016,7
gnq,162,926,2016,7
gnq,162,931,2016,22
gnq,162,932,2016,49
gnq,162,933,2016,4
gnq,162,936,2016,4
gnq,162,1001,2016,41329
gnq,162,1002,2016,459762
gnq,162,1003,2016,76085
gnq,162,1005,2016,35476
gnq,162,1006,2016,6604
gnq,162,1007,2016,989
gnq,162,1011,2016,1441
gnq,162,1012,2016,20744
gnq,162,1013,2016,123
gnq,162,1015,2016,728
gnq,162,1016,2016,14
gnq,162,1017,2016,4
gnq,162,1021,2016,1150
gnq,162,1022,2016,16022
gnq,162,1023,2016,72
gnq,162,1025,2016,503
gnq,162,1026,2016,2
gnq,162,1027,2016,2
gnq,162,1031,2016,401
gnq,162,1032,2016,559
gnq,162,1035,2016,1
grc,55,1,2016,59124
grc,55,2,2016,126663
grc,55,3,2016,338
grc,55,5,2016,17687
grc,55,6,2016,70
grc,55,7,2016,1258
grc,55,11,2016,14106
grc,55,12,2016,40578
grc,55,13,2016,47
grc,55,15,2016,4843
grc,55,16,2016,10
grc,55,17,2016,317
grc,55,21,2016,63751
grc,55,22,2016,150214
grc,55,23,2016,157
grc,55,25,2016,18998
grc,55,26,2016,73
grc,55,27,2016,1107
grc,55,31,2016,2193
grc,55,32,2016,2042
grc,55,33,2016,4
grc,55,35,2016,91
grc,55,37,2016,32
grc,55,301,2016,40495
grc,55,302,2016,190874
grc,55,303,2016,449
grc,55,305,2016,28690
grc,55,306,2016,1508
grc,55,307,2016,6451
grc,55,311,2016,35676
grc,55,312,2016,420270
grc,55,313,2016,208
grc,55,315,2016,35178
grc,55,316,2016,265
grc,55,317,2016,4449
grc,55,321,2016,34913
grc,55,322,2016,304923
grc,55,323,2016,264
grc,55,325,2016,30262
grc,55,326,2016,458
grc,55,327,2016,4400
grc,55,331,2016,2761
grc,55,332,2016,5139
grc,55,333,2016,1
grc,55,335,2016,251
grc,55,336,2016,1
grc,55,337,2016,108
grc,55,401,2016,9382
grc,55,402,2016,31635
grc,55,403,2016,291
grc,55,405,2016,11590
grc,55,406,2016,1104
grc,55,407,2016,8789
grc,55,411,2016,8559
grc,55,412,2016,96962
grc,55,413,2016,6
grc,55,415,2016,19562
grc,55,416,2016,25
grc,55,417,2016,4171
grc,55,421,2016,6054
grc,55,422,2016,39522
grc,55,423,2016,29
grc,55,425,2016,8054
grc,55,426,2016,119
grc,55,427,2016,2558
grc,55,431,2016,8
grc,55,432,2016,413
grc,55,435,2016,19
grc,55,437,2016,3
grc,55,501,2016,69987
grc,55,502,2016,277334
grc,55,503,2016,562
grc,55,505,2016,60614
grc,55,506,2016,1014
grc,55,507,2016,22873
grc,55,511,2016,29489
grc,55,512,2016,276862
grc,55,513,2016,169
grc,55,515,2016,24804
grc,55,516,2016,354
grc,55,517,2016,6461
grc,55,521,2016,15888
grc,55,522,2016,131222
grc,55,523,2016,81
grc,55,525,2016,12408
grc,55,526,2016,175
grc,55,527,2016,3222
grc,55,531,2016,94
grc,55,532,2016,1460
grc,55,535,2016,96
grc,55,537,2016,17
grc,55,701,2016,7794
grc,55,702,2016,33204
grc,55,703,2016,64
grc,55,705,2016,4762
grc,55,706,2016,642
grc,55,707,2016,2843
grc,55,711,2016,2228
grc,55,712,2016,12144
grc,55,713,2016,4
grc,55,715,2016,1291
grc,55,716,2016,41
grc,55,717,2016,430
grc,55,721,2016,7268
grc,55,722,2016,26597
grc,55,723,2016,33
grc,55,725,2016,2824
grc,55,726,2016,330
grc,55,727,2016,1761
grc,55,731,2016,1
grc,55,732,2016,60
grc,55,735,2016,8
grc,55,801,2016,42788
grc,55,802,2016,83918
grc,55,803,2016,76
grc,55,805,2016,9780
grc,55,806,2016,114
grc,55,807,2016,3522
grc,55,811,2016,19098
grc,55,812,2016,48590
grc,55,813,2016,67
grc,55,815,2016,5929
grc,55,816,2016,43
grc,55,817,2016,1511
grc,55,821,2016,44560
grc,55,822,2016,82402
grc,55,823,2016,75
grc,55,825,2016,7770
grc,55,826,2016,98
grc,55,827,2016,2140
grc,55,831,2016,178
grc,55,832,2016,504
grc,55,835,2016,47
grc,55,836,2016,1
grc,55,837,2016,16
grc,55,901,2016,19550
grc,55,902,2016,25390
grc,55,903,2016,95
grc,55,905,2016,4300
grc,55,906,2016,275
grc,55,907,2016,2239
grc,55,911,2016,5048
grc,55,912,2016,9314
grc,55,913,2016,23
grc,55,915,2016,1306
grc,55,916,2016,51
grc,55,917,2016,744
grc,55,921,2016,17869
grc,55,922,2016,29631
grc,55,923,2016,58
grc,55,925,2016,3954
grc,55,926,2016,122
grc,55,927,2016,1688
grc,55,931,2016,121
grc,55,932,2016,152
grc,55,935,2016,28
grc,55,937,2016,35
grc,55,1001,2016,196975
grc,55,1002,2016,745891
grc,55,1003,2016,8861
grc,55,1004,2016,317
grc,55,1005,2016,151514
grc,55,1006,2016,5637
grc,55,1007,2016,32539
grc,55,1011,2016,94655
grc,55,1012,2016,781391
grc,55,1013,2016,1495
grc,55,1014,2016,76
grc,55,1015,2016,70209
grc,55,1016,2016,993
grc,55,1017,2016,14110
grc,55,1021,2016,177675
grc,55,1022,2016,804093
grc,55,1023,2016,1515
grc,55,1024,2016,186
grc,55,1025,2016,71676
grc,55,1026,2016,1237
grc,55,1027,2016,17363
grc,55,1031,2016,2099
grc,55,1032,2016,6900
grc,55,1033,2016,1
grc,55,1035,2016,711
grc,55,1037,2016,153
grc,55,1101,2016,430342
grc,55,1102,2016,1292353
grc,55,1103,2016,13119
grc,55,1104,2016,265
grc,55,1105,2016,255342
grc,55,1106,2016,21289
grc,55,1107,2016,152886
grc,55,1111,2016,228297
grc,55,1112,2016,1005698
grc,55,1113,2016,2097
grc,55,1114,2016,23
grc,55,1115,2016,73957
grc,55,1116,2016,1835
grc,55,1117,2016,25282
grc,55,1121,2016,463294
grc,55,1122,2016,1545146
grc,55,1123,2016,3014
grc,55,1124,2016,131
grc,55,1125,2016,122520
grc,55,1126,2016,3003
grc,55,1127,2016,45630
grc,55,1131,2016,20277
grc,55,1132,2016,11086
grc,55,1133,2016,23
grc,55,1135,2016,1015
grc,55,1136,2016,9
grc,55,1137,2016,695
grc,55,1201,2016,27713
grc,55,1202,2016,123514
grc,55,1203,2016,7499
grc,55,1205,2016,138114
grc,55,1206,2016,2161
grc,55,1207,2016,22783
grc,55,1211,2016,19793
grc,55,1212,2016,115986
grc,55,1213,2016,690
grc,55,1215,2016,55938
grc,55,1216,2016,240
grc,55,1217,2016,8204
grc,55,1221,2016,20014
grc,55,1222,2016,57982
grc,55,1223,2016,65
grc,55,1225,2016,21260
grc,55,1226,2016,20
grc,55,1227,2016,3120
grc,55,1231,2016,457
grc,55,1232,2016,1312
grc,55,1235,2016,394
grc,55,1237,2016,38
grc,75,1,2016,2
grc,75,2,2016,392
grc,75,3,2016,1
grc,75,5,2016,197
grc,75,11,2016,1
grc,75,12,2016,118
grc,75,15,2016,59
grc,75,21,2016,2
grc,75,22,2016,355
grc,75,23,2016,1
grc,75,25,2016,178
grc,75,1101,2016,3290
grc,75,1102,2016,3262
grc,75,1105,2016,71
grc,75,1107,2016,6
grc,75,1111,2016,173
grc,75,1112,2016,116
grc,75,1115,2016,3
grc,75,1121,2016,1133
grc,75,1122,2016,796
grc,75,1125,2016,21
grc,75,1127,2016,3
grd,101,1,2016,4777
grd,101,2,2016,14341
grd,101,3,2016,2003
grd,101,5,2016,150
grd,101,6,2016,89
grd,101,7,2016,139
grd,101,11,2016,1939
grd,101,12,2016,5585
grd,101,13,2016,768
grd,101,15,2016,64
grd,101,16,2016,46
grd,101,17,2016,82
grd,101,21,2016,233
grd,101,22,2016,659
grd,101,23,2016,88
grd,101,25,2016,7
grd,101,26,2016,5
grd,101,27,2016,8
grd,101,31,2016,231
grd,101,32,2016,709
grd,101,33,2016,47
grd,101,35,2016,11
grd,101,36,2016,9
grd,101,37,2016,23
grl,1,1,2016,120273
grl,1,6,2016,36769
grl,1,1001,2016,3870
grl,1,1201,2016,1092767
grl,1,1206,2016,630447
grl,1,1207,2016,354
grl,1,1231,2016,10
grl,1,1301,2016,10453295
grl,1,1302,2016,284456
grl,1,1303,2016,978
grl,1,1305,2016,14591
grl,1,1306,2016,7249620
grl,1,1307,2016,13490
grl,1,1331,2016,1158
grl,1,1332,2016,9
grl,1,1501,2016,111688250
grl,1,1502,2016,133879
grl,1,1503,2016,288
grl,1,1505,2016,13790
grl,1,1506,2016,77786482
grl,1,1507,2016,75311
grl,1,1531,2016,1505
gtm,111,101,2016,23818
gtm,111,102,2016,1106397
gtm,111,103,2016,61426
gtm,111,104,2016,1446
gtm,111,105,2016,769896
gtm,111,106,2016,150
gtm,111,107,2016,19445
gtm,111,111,2016,7446
gtm,111,112,2016,436917
gtm,111,113,2016,1028
gtm,111,114,2016,74
gtm,111,115,2016,86683
gtm,111,116,2016,30
gtm,111,117,2016,3230
gtm,111,121,2016,3637
gtm,111,122,2016,280312
gtm,111,123,2016,1125
gtm,111,124,2016,188
gtm,111,125,2016,64667
gtm,111,126,2016,22
gtm,111,127,2016,1751
gtm,111,131,2016,3140
gtm,111,132,2016,26825
gtm,111,133,2016,26
gtm,111,135,2016,3037
gtm,111,136,2016,1
gtm,111,137,2016,265
gtm,111,201,2016,87
gtm,111,202,2016,1614
gtm,111,205,2016,14
gtm,111,211,2016,659
gtm,111,212,2016,12182
gtm,111,215,2016,88
gtm,111,221,2016,523
gtm,111,222,2016,9663
gtm,111,225,2016,62
gtm,111,401,2016,53
gtm,111,402,2016,2526
gtm,111,405,2016,4832
gtm,111,407,2016,216
gtm,111,431,2016,5
gtm,111,432,2016,223
gtm,111,435,2016,426
gtm,111,437,2016,19
gtm,111,701,2016,16
gtm,111,702,2016,8017
gtm,111,705,2016,12206
gtm,111,707,2016,2234
gtm,111,711,2016,59
gtm,111,712,2016,6214
gtm,111,715,2016,645
gtm,111,717,2016,112
gtm,111,721,2016,35
gtm,111,722,2016,3454
gtm,111,725,2016,125
gtm,111,727,2016,21
gtm,111,901,2016,1464
gtm,111,902,2016,54398
gtm,111,905,2016,1490
gtm,111,907,2016,66
gtm,111,911,2016,3379
gtm,111,912,2016,149641
gtm,111,913,2016,3
gtm,111,915,2016,3533
gtm,111,917,2016,201
gtm,111,921,2016,2165
gtm,111,922,2016,90569
gtm,111,923,2016,2
gtm,111,925,2016,2511
gtm,111,927,2016,155
gtm,111,931,2016,259
gtm,111,932,2016,5551
gtm,111,935,2016,34
gtm,111,1001,2016,7633
gtm,111,1002,2016,79147
gtm,111,1003,2016,1769
gtm,111,1004,2016,67
gtm,111,1005,2016,35679
gtm,111,1006,2016,27
gtm,111,1007,2016,3797
gtm,111,1011,2016,2189
gtm,111,1012,2016,57638
gtm,111,1013,2016,22
gtm,111,1015,2016,6542
gtm,111,1017,2016,695
gtm,111,1021,2016,1006
gtm,111,1022,2016,30223
gtm,111,1023,2016,14
gtm,111,1025,2016,3750
gtm,111,1027,2016,713
gtm,111,1031,2016,237
gtm,111,1032,2016,3016
gtm,111,1033,2016,4
gtm,111,1035,2016,139
gtm,111,1036,2016,1
gtm,111,1037,2016,2
gtm,111,1101,2016,45
gtm,111,1102,2016,19735
gtm,111,1105,2016,7275
gtm,111,1107,2016,66
gtm,111,1111,2016,38
gtm,111,1112,2016,9586
gtm,111,1115,2016,1414
gtm,111,1117,2016,6
gtm,111,1121,2016,16
gtm,111,1122,2016,2885
gtm,111,1125,2016,378
gtm,111,1127,2016,2
gtm,133,101,2016,95332
gtm,133,102,2016,1597101
gtm,133,103,2016,51677
gtm,133,104,2016,9959
gtm,133,105,2016,584208
gtm,133,106,2016,258
gtm,133,107,2016,11180
gtm,133,111,2016,14189
gtm,133,112,2016,603523
gtm,133,113,2016,3156
gtm,133,114,2016,706
gtm,133,115,2016,133620
gtm,133,116,2016,27
gtm,133,117,2016,1954
gtm,133,121,2016,16987
gtm,133,122,2016,505214
gtm,133,123,2016,5957
gtm,133,124,2016,1861
gtm,133,125,2016,145345
gtm,133,126,2016,21
gtm,133,127,2016,2914
gtm,133,131,2016,984
gtm,133,132,2016,14950
gtm,133,133,2016,24
gtm,133,135,2016,1204
gtm,133,136,2016,1
gtm,133,137,2016,50
gtm,133,201,2016,2310
gtm,133,202,2016,14520
gtm,133,211,2016,1183
gtm,133,212,2016,3305
gtm,133,221,2016,2233
gtm,133,222,2016,5930
gtm,133,231,2016,548
gtm,133,232,2016,3073
gtm,133,401,2016,6084
gtm,133,402,2016,112763
gtm,133,405,2016,1882
gtm,133,407,2016,276
gtm,133,411,2016,911
gtm,133,412,2016,22485
gtm,133,415,2016,38
gtm,133,417,2016,5
gtm,133,421,2016,1893
gtm,133,422,2016,61868
gtm,133,425,2016,58
gtm,133,427,2016,8
gtm,133,431,2016,193
gtm,133,432,2016,6882
gtm,133,435,2016,87
gtm,133,437,2016,16
gtm,133,901,2016,6038
gtm,133,902,2016,32990
gtm,133,905,2016,38
gtm,133,907,2016,31
gtm,133,911,2016,773
gtm,133,912,2016,17623
gtm,133,915,2016,49
gtm,133,917,2016,4
gtm,133,921,2016,556
gtm,133,922,2016,15176
gtm,133,925,2016,43
gtm,133,927,2016,1
gtm,133,931,2016,104
gtm,133,932,2016,952
gtm,133,935,2016,1
gtm,133,1001,2016,32902
gtm,133,1002,2016,345880
gtm,133,1003,2016,1131
gtm,133,1004,2016,4
gtm,133,1005,2016,26881
gtm,133,1006,2016,76
gtm,133,1007,2016,248
gtm,133,1011,2016,4808
gtm,133,1012,2016,76891
gtm,133,1013,2016,243
gtm,133,1015,2016,19047
gtm,133,1016,2016,21
gtm,133,1017,2016,11
gtm,133,1021,2016,5499
gtm,133,1022,2016,60424
gtm,133,1023,2016,333
gtm,133,1025,2016,15277
gtm,133,1026,2016,31
gtm,133,1027,2016,17
gtm,133,1031,2016,773
gtm,133,1032,2016,3880
gtm,133,1035,2016,5
gtm,133,1101,2016,4868
gtm,133,1102,2016,48026
gtm,133,1111,2016,4215
gtm,133,1112,2016,26450
gtm,133,1121,2016,8243
gtm,133,1122,2016,59736
gtm,133,1131,2016,1194
gtm,133,1132,2016,4648
gtm,135,1,2016,822
gtm,135,2,2016,3527
gtm,135,5,2016,483
gtm,135,11,2016,92
gtm,135,12,2016,943
gtm,135,15,2016,9
gtm,135,21,2016,92
gtm,135,22,2016,952
gtm,135,25,2016,9
gtm,135,101,2016,57189
gtm,135,102,2016,431904
gtm,135,103,2016,1858
gtm,135,104,2016,2
gtm,135,105,2016,67621
gtm,135,106,2016,265
gtm,135,107,2016,23087
gtm,135,111,2016,18081
gtm,135,112,2016,357417
gtm,135,115,2016,3889
gtm,135,117,2016,1146
gtm,135,121,2016,11159
gtm,135,122,2016,205264
gtm,135,125,2016,2326
gtm,135,127,2016,661
gtm,135,131,2016,18491
gtm,135,132,2016,44431
gtm,135,135,2016,3248
gtm,135,137,2016,1247
gtm,135,201,2016,9186
gtm,135,202,2016,39456
gtm,135,205,2016,1758
gtm,135,207,2016,2627
gtm,135,211,2016,6852
gtm,135,212,2016,68619
gtm,135,215,2016,526
gtm,135,217,2016,770
gtm,135,221,2016,5565
gtm,135,222,2016,47897
gtm,135,225,2016,359
gtm,135,227,2016,578
gtm,135,231,2016,1078
gtm,135,232,2016,2732
gtm,135,235,2016,59
gtm,135,237,2016,109
gtm,135,401,2016,3308
gtm,135,402,2016,17413
gtm,135,405,2016,17641
gtm,135,407,2016,3090
gtm,135,411,2016,741
gtm,135,412,2016,3488
gtm,135,415,2016,259
gtm,135,417,2016,41
gtm,135,421,2016,905
gtm,135,422,2016,4394
gtm,135,425,2016,312
gtm,135,427,2016,50
gtm,135,431,2016,892
gtm,135,432,2016,2865
gtm,135,435,2016,2013
gtm,135,437,2016,684
gtm,135,701,2016,764
gtm,135,702,2016,17367
gtm,135,705,2016,209
gtm,135,711,2016,115
gtm,135,712,2016,4187
gtm,135,715,2016,64
gtm,135,721,2016,36
gtm,135,722,2016,1260
gtm,135,725,2016,17
gtm,135,731,2016,86
gtm,135,732,2016,845
gtm,135,735,2016,3
gtm,135,901,2016,863
gtm,135,902,2016,40453
gtm,135,905,2016,368
gtm,135,907,2016,1
gtm,135,911,2016,944
gtm,135,912,2016,74775
gtm,135,915,2016,600
gtm,135,917,2016,14
gtm,135,921,2016,436
gtm,135,922,2016,43003
gtm,135,925,2016,273
gtm,135,927,2016,7
gtm,135,931,2016,72
gtm,135,932,2016,4249
gtm,135,935,2016,84
gtm,135,1001,2016,9783
gtm,135,1002,2016,135819
gtm,135,1005,2016,15390
gtm,135,1007,2016,1593
gtm,135,1011,2016,13135
gtm,135,1012,2016,311607
gtm,135,1015,2016,4604
gtm,135,1017,2016,735
gtm,135,1021,2016,9266
gtm,135,1022,2016,188138
gtm,135,1025,2016,2282
gtm,135,1027,2016,381
gtm,135,1031,2016,2484
gtm,135,1032,2016,14768
gtm,135,1035,2016,798
gtm,135,1037,2016,145
guf,161,101,2016,81074
guf,161,102,2016,3820025
guf,161,103,2016,2097337
guf,161,104,2016,514
guf,161,105,2016,2090408
guf,161,106,2016,1043
guf,161,107,2016,16956
guf,161,111,2016,1715
guf,161,112,2016,5184
guf,161,115,2016,3831
guf,161,117,2016,511
guf,161,121,2016,2386
guf,161,122,2016,7361
guf,161,123,2016,2
guf,161,125,2016,1304
guf,161,127,2016,98
guf,161,131,2016,1173
guf,161,132,2016,2121
guf,161,135,2016,493
guf,161,137,2016,72
guf,161,902,2016,1643
guf,161,905,2016,6915
guf,161,1001,2016,7781
guf,161,1002,2016,86668
guf,161,1003,2016,16
guf,161,1005,2016,41499
guf,161,1007,2016,1031
guf,161,1011,2016,384
guf,161,1012,2016,2427
guf,161,1015,2016,207
guf,161,1017,2016,10
guf,161,1021,2016,122
guf,161,1022,2016,340
guf,161,1025,2016,72
guf,161,1027,2016,1
guf,161,1031,2016,26
guf,161,1032,2016,145
guf,161,1035,2016,21
guf,161,1401,2016,3965
guf,161,1402,2016,1608
guf,161,1405,2016,662
guf,161,1407,2016,142
guf,161,1411,2016,309
guf,161,1412,2016,125
guf,161,1415,2016,52
guf,161,1417,2016,11
