# File: ./outputs/basins235_test_carbon_update2/MOIRAI_ctry_GLU.csv
# Description: Mapping from LDS-based country+GLU dataset to iso
# Original source: GCAM iso to region mapping and the new country+GLUs from moirai
# ----------
country_code,glu,iso,fao_country_name,glu_name
213,58,tkm,Turkmenistan,Amu_Darya
176,158,tls,Timor-Leste,Palau_and_East_Indonesia
176,175,tls,Timor-Leste,Java_Timor
219,185,ton,Tonga,South_Pacific_Islands
220,143,tto,TrinidadandTobago,Caribbean_Coast
222,80,tun,Tunisia,Mediterranean_South_Coast
222,144,tun,Tunisia,Africa_North_Interior
223,55,tur,Turkey,Adriatic_Sea_Greece_Black_Sea_Coast
223,70,tur,Turkey,Black_Sea_South_Coast
223,72,tur,Turkey,Caspian_Sea_South_West_Coast
223,75,tur,Turkey,Mediterranean_Sea_East_Coast
223,84,tur,Turkey,Tigris_Euphrates
223,99,tur,Turkey,Eastern_Jordan_Syria
303,78,twn,Taiwan(notlisted),China_Coast
303,103,twn,Taiwan(notlisted),Taiwan
215,87,tza,UnitedRepublicofTanzania,Nile
215,171,tza,UnitedRepublicofTanzania,Africa_East_Central_Coast
215,179,tza,UnitedRepublicofTanzania,Rift_Valley
215,183,tza,UnitedRepublicofTanzania,Congo
215,188,tza,UnitedRepublicofTanzania,Zambezi
226,87,uga,Uganda,Nile
226,179,uga,Uganda,Rift_Valley
226,183,uga,Uganda,Congo
230,30,ukr,Ukraine,Wisla
230,39,ukr,Ukraine,Dnieper
230,47,ukr,Ukraine,Black_Sea_North_Coast
230,49,ukr,Ukraine,Dniester
230,53,ukr,Ukraine,Don
230,54,ukr,Ukraine,Danube
234,195,ury,Uruguay,Uruguay_Brazil_South_Atlantic_Coast
234,206,ury,Uruguay,La_Plata
231,7,usa,UnitedStatesofAmerica,Pacific_and_Arctic_Coast
231,23,usa,UnitedStatesofAmerica,Saskatchewan_Nelson
231,27,usa,UnitedStatesofAmerica,Fraser
231,96,usa,UnitedStatesofAmerica,Mexico_Northwest_Coast
231,101,usa,UnitedStatesofAmerica,Caribbean
231,217,usa,UnitedStatesofAmerica,California_River_Basin
231,218,usa,UnitedStatesofAmerica,Upper_Mississippi_Basin
231,219,usa,UnitedStatesofAmerica,Lower_Mississippi_River_Basin
231,220,usa,UnitedStatesofAmerica,Upper_Colorado_River_Basin
231,221,usa,UnitedStatesofAmerica,Lower_Colorado_River_Basin
231,222,usa,UnitedStatesofAmerica,Great_Basin
231,223,usa,UnitedStatesofAmerica,Missouri_River_Basin
231,224,usa,UnitedStatesofAmerica,Arkansas_White_Red_Basin
231,225,usa,UnitedStatesofAmerica,Texas_Gulf_Coast_Basin
231,226,usa,UnitedStatesofAmerica,South_Atlantic_Gulf_Basin
231,227,usa,UnitedStatesofAmerica,Great_Lakes_Basin
231,228,usa,UnitedStatesofAmerica,Ohio_River_Basin
231,229,usa,UnitedStatesofAmerica,Pacific_Northwest_Basin
231,230,usa,UnitedStatesofAmerica,Tennessee_River_Basin
231,231,usa,UnitedStatesofAmerica,Rio_Grande_River_Basin
231,232,usa,UnitedStatesofAmerica,New_England_Basin
231,233,usa,UnitedStatesofAmerica,Mid_Atlantic_Basin
231,234,usa,UnitedStatesofAmerica,Hawaii
235,45,uzb,Uzbekistan,Caspian_Sea_Coast
235,52,uzb,Uzbekistan,Caspian_Sea_East_Coast
235,58,uzb,Uzbekistan,Amu_Darya
235,76,uzb,Uzbekistan,Syr_Darya
191,101,vct,SaintVincentandtheGrenadines,Caribbean
236,143,ven,Venezuela(BolivarianRepublicof),Caribbean_Coast
236,156,ven,Venezuela(BolivarianRepublicof),Orinoco
236,161,ven,Venezuela(BolivarianRepublicof),Northeast_South_America_South_Atlantic_Coast
236,166,ven,Venezuela(BolivarianRepublicof),Magdalena
236,168,ven,Venezuela(BolivarianRepublicof),Amazon
240,101,vir,UnitedStatesVirginIslands,Caribbean
237,108,vnm,VietNam,Xun_Jiang
237,109,vnm,VietNam,Hong_(Red_River)
237,112,vnm,VietNam,South_China_Sea_Coast
237,125,vnm,VietNam,Mekong
237,126,vnm,VietNam,Viet_Nam_Coast
237,148,vnm,VietNam,Gulf_of_Thailand_Coast
155,185,vut,Vanuatu,South_Pacific_Islands
244,185,wsm,Samoa,South_Pacific_Islands
249,93,yem,Yemen,Red_Sea_East_Coast
249,94,yem,Yemen,Arabian_Peninsula
249,100,yem,Yemen,Africa_Red_Sea_Gulf_of_Aden_Coast
202,194,zaf,SouthAfrica,Orange
202,196,zaf,SouthAfrica,Namibia_Coast
202,198,zaf,SouthAfrica,South_Africa_South_Coast
202,199,zaf,SouthAfrica,Limpopo
202,204,zaf,SouthAfrica,South_Africa_West_Coast
251,179,zmb,Zambia,Rift_Valley
251,183,zmb,Zambia,Congo
251,188,zmb,Zambia,Zambezi
181,188,zwe,Zimbabwe,Zambezi
181,190,zwe,Zimbabwe,Africa_Indian_Ocean_Coast
181,197,zwe,Zimbabwe,Africa_South_Interior
181,199,zwe,Zimbabwe,Limpopo
