"region","year","policy","agg.land","hist_value_thkm2","low_avail_percent_conv","needed_percent_conv","final_avail_percent_conv","area_change_via_protection","percent_change_via_protection"
"Southeast Asia",2050,"CORE","Biomass",91.6721566161951,82.5712387982532,15.3957554141598,67.1754833840934,-1.04337863972152,-3.135
"Southeast Asia",2050,"CORE","Crops",9142.44455285546,82.5712387982532,15.3957554141598,67.1754833840934,-5.96003952324734,-0.745
"Southeast Asia",2050,"CORE","Forests (Harvested)",1483.620706071,82.5712387982532,15.3957554141598,67.1754833840934,-0.626832000696692,-0.406
"Southeast Asia",2050,"CORE","Forests (Unmanaged)",21095.551056188,82.4272746517342,15.3957554141598,67.0315192375744,7.2846088597746,0.435
"Southeast Asia",2050,"CORE","Grassland",5199.72297035348,83.4828574527242,15.3957554141598,68.0871020385644,1.74124843911111,0.42
"Southeast Asia",2050,"CORE","Grazed Pasture",513.364397377,82.5712387982532,15.3957554141598,67.1754833840934,-1.5183343642316,-3.005
"Southeast Asia",2050,"CORE","Shrubland",174.96426098519,72.8972360297444,15.3957554141598,57.5014806155846,0.110891799098675,0.792
"Taiwan",2050,"CORE","Biomass",0.1232989344771,58.5175573708226,1.08932366688103,57.4282337039416,8.42142924262968e-05,0.06
"Taiwan",2050,"CORE","Crops",57.582247983342,58.5175573708226,1.08932366688103,57.4282337039416,0.00178794596709759,0.038
"Taiwan",2050,"CORE","Forests (Harvested)",10.08519219,58.5175573708226,1.08932366688103,57.4282337039416,0.00051338517231756,0.057
"Taiwan",2050,"CORE","Forests (Unmanaged)",213.41643677406,50.4950410273178,1.08932366688103,49.4057173604368,-0.00269377608271119,-0.015
"Taiwan",2050,"CORE","Grassland",108.375807078334,74.1908300377471,1.08932366688103,73.1015063708661,-0.00104514418479117,-0.012
"Taiwan",2050,"CORE","Grazed Pasture",7.090474927,58.5175573708226,1.08932366688103,57.4282337039416,0.00166308220692285,0.242
"Taiwan",2050,"CORE","Shrubland",0.84481601628,74.0619902120718,1.08932366688103,72.9726665451908,-4.07842780880856e-06,-0.006
"USA",2050,"CORE","Biomass",345.18520794466,64.9753641915182,11.110696661568,53.8646675299502,-3.36692876315299,-2.626
"USA",2050,"CORE","Crops",18542.4909323835,64.9753641915182,11.110696661568,53.8646675299502,-28.9567814380897,-1.713
"USA",2050,"CORE","Forests (Harvested)",4757.46546082,64.9753641915182,11.110696661568,53.8646675299502,-2.00636046558644,-0.432
"USA",2050,"CORE","Forests (Unmanaged)",22163.7318601112,70.4159908542669,11.110696661568,59.3052941926989,7.90514991913215,0.454
"USA",2050,"CORE","Grassland",43396.0315834864,71.8186430636707,11.110696661568,60.7079464021027,18.6164666552504,0.547
"USA",2050,"CORE","Grazed Pasture",576.0080174161,64.9753641915182,11.110696661568,53.8646675299502,0.192724901353097,0.323
"USA",2050,"CORE","Shrubland",11789.261856796,29.0727169725594,11.110696661568,17.9620203109914,6.77203198300756,0.692
