,region,Availability,policy,output,year,value
124641,Global,80 percent,CORE,OilCrop,1975,110.9671749
124642,Global,90 percent,CORE,OilCrop,1975,110.9671749
124643,Global,High Availability,CORE,OilCrop,1975,110.9671749
124644,Global,Low Availability,CORE,OilCrop,1975,110.9671749
124645,Global,0 percent,CORE,OtherGrain,1975,329.1837554
124646,Global,10 percent,CORE,OtherGrain,1975,329.1837554
124647,Global,100 percent,CORE,OtherGrain,1975,329.1837554
124648,Global,20 percent,CORE,OtherGrain,1975,329.1837554
124649,Global,30 percent,CORE,OtherGrain,1975,329.1837554
124650,Global,40 percent,CORE,OtherGrain,1975,329.1837554
124651,Global,50 percent,CORE,OtherGrain,1975,329.1837554
124652,Global,60 percent,CORE,OtherGrain,1975,329.1837554
124653,Global,70 percent,CORE,OtherGrain,1975,329.1837554
124654,Global,80 percent,CORE,OtherGrain,1975,329.1837554
124655,Global,90 percent,CORE,OtherGrain,1975,329.1837554
124656,Global,High Availability,CORE,OtherGrain,1975,329.1837554
124657,Global,Low Availability,CORE,OtherGrain,1975,329.1837554
124658,Global,0 percent,CORE,PalmFruit,1975,48.6377923
124659,Global,10 percent,CORE,PalmFruit,1975,48.6377923
124660,Global,100 percent,CORE,PalmFruit,1975,48.6377923
124661,Global,20 percent,CORE,PalmFruit,1975,48.6377923
124662,Global,30 percent,CORE,PalmFruit,1975,48.6377923
124663,Global,40 percent,CORE,PalmFruit,1975,48.6377923
124664,Global,50 percent,CORE,PalmFruit,1975,48.6377923
124665,Global,60 percent,CORE,PalmFruit,1975,48.6377923
124666,Global,70 percent,CORE,PalmFruit,1975,48.6377923
124667,Global,80 percent,CORE,PalmFruit,1975,48.6377923
124668,Global,90 percent,CORE,PalmFruit,1975,48.6377923
124669,Global,High Availability,CORE,PalmFruit,1975,48.6377923
124670,Global,Low Availability,CORE,PalmFruit,1975,48.6377923
124671,Global,0 percent,CORE,Pasture,1975,1850.845569
124672,Global,10 percent,CORE,Pasture,1975,1850.845569
124673,Global,100 percent,CORE,Pasture,1975,1850.845569
124674,Global,20 percent,CORE,Pasture,1975,1850.845569
124675,Global,30 percent,CORE,Pasture,1975,1850.845569
124676,Global,40 percent,CORE,Pasture,1975,1850.845569
124677,Global,50 percent,CORE,Pasture,1975,1850.845569
124678,Global,60 percent,CORE,Pasture,1975,1850.845569
124679,Global,70 percent,CORE,Pasture,1975,1850.845569
124680,Global,80 percent,CORE,Pasture,1975,1850.845569
124681,Global,90 percent,CORE,Pasture,1975,1850.845569
124682,Global,High Availability,CORE,Pasture,1975,1850.845569
124683,Global,Low Availability,CORE,Pasture,1975,1850.845569
124684,Global,0 percent,CORE,Rice,1975,351.3851639
124685,Global,10 percent,CORE,Rice,1975,351.3851639
124686,Global,100 percent,CORE,Rice,1975,351.3851639
124687,Global,20 percent,CORE,Rice,1975,351.3851639
124688,Global,30 percent,CORE,Rice,1975,351.3851639
124689,Global,40 percent,CORE,Rice,1975,351.3851639
124690,Global,50 percent,CORE,Rice,1975,351.3851639
124691,Global,60 percent,CORE,Rice,1975,351.3851639
124692,Global,70 percent,CORE,Rice,1975,351.3851639
124693,Global,80 percent,CORE,Rice,1975,351.3851639
124694,Global,90 percent,CORE,Rice,1975,351.3851639
124695,Global,High Availability,CORE,Rice,1975,351.3851639
124696,Global,Low Availability,CORE,Rice,1975,351.3851639
124697,Global,0 percent,CORE,RootTuber,1975,557.8815356
124698,Global,10 percent,CORE,RootTuber,1975,557.8815356
124699,Global,100 percent,CORE,RootTuber,1975,557.8815356
124700,Global,20 percent,CORE,RootTuber,1975,557.8815356
124701,Global,30 percent,CORE,RootTuber,1975,557.8815356
124702,Global,40 percent,CORE,RootTuber,1975,557.8815356
124703,Global,50 percent,CORE,RootTuber,1975,557.8815356
124704,Global,60 percent,CORE,RootTuber,1975,557.8815356
124705,Global,70 percent,CORE,RootTuber,1975,557.8815356
124706,Global,80 percent,CORE,RootTuber,1975,557.8815356
124707,Global,90 percent,CORE,RootTuber,1975,557.8815356
124708,Global,High Availability,CORE,RootTuber,1975,557.8815356
124709,Global,Low Availability,CORE,RootTuber,1975,557.8815356
124710,Global,0 percent,CORE,SugarCrop,1975,930.993445
124711,Global,10 percent,CORE,SugarCrop,1975,930.993445
124712,Global,100 percent,CORE,SugarCrop,1975,930.993445
124713,Global,20 percent,CORE,SugarCrop,1975,930.993445
124714,Global,30 percent,CORE,SugarCrop,1975,930.993445
124715,Global,40 percent,CORE,SugarCrop,1975,930.993445
124716,Global,50 percent,CORE,SugarCrop,1975,930.993445
124717,Global,60 percent,CORE,SugarCrop,1975,930.993445
124718,Global,70 percent,CORE,SugarCrop,1975,930.993445
124719,Global,80 percent,CORE,SugarCrop,1975,930.993445
124720,Global,90 percent,CORE,SugarCrop,1975,930.993445
124721,Global,High Availability,CORE,SugarCrop,1975,930.993445
124722,Global,Low Availability,CORE,SugarCrop,1975,930.993445
124723,Global,0 percent,CORE,Wheat,1975,377.2240584
124724,Global,10 percent,CORE,Wheat,1975,377.2240584
124725,Global,100 percent,CORE,Wheat,1975,377.2240584
124726,Global,20 percent,CORE,Wheat,1975,377.2240584
124727,Global,30 percent,CORE,Wheat,1975,377.2240584
124728,Global,40 percent,CORE,Wheat,1975,377.2240584
124729,Global,50 percent,CORE,Wheat,1975,377.2240584
124730,Global,60 percent,CORE,Wheat,1975,377.2240584
124731,Global,70 percent,CORE,Wheat,1975,377.2240584
124732,Global,80 percent,CORE,Wheat,1975,377.2240584
124733,Global,90 percent,CORE,Wheat,1975,377.2240584
124734,Global,High Availability,CORE,Wheat,1975,377.2240584
124735,Global,Low Availability,CORE,Wheat,1975,377.2240584
124736,Global,0 percent,CORE,biomass,1990,11.65585886
124737,Global,10 percent,CORE,biomass,1990,11.65585886
124738,Global,100 percent,CORE,biomass,1990,11.65585886
124739,Global,20 percent,CORE,biomass,1990,11.65585886
124740,Global,30 percent,CORE,biomass,1990,11.65585886
124741,Global,40 percent,CORE,biomass,1990,11.65585886
124742,Global,50 percent,CORE,biomass,1990,11.65585886
124743,Global,60 percent,CORE,biomass,1990,11.65585886
124744,Global,70 percent,CORE,biomass,1990,11.65585886
124745,Global,80 percent,CORE,biomass,1990,11.65585886
124746,Global,90 percent,CORE,biomass,1990,11.65585886
124747,Global,High Availability,CORE,biomass,1990,11.65585886
124748,Global,Low Availability,CORE,biomass,1990,11.65585886
124749,Global,0 percent,CORE,Corn,1990,485.7806208
124750,Global,10 percent,CORE,Corn,1990,485.7806208
124751,Global,100 percent,CORE,Corn,1990,485.7806208
124752,Global,20 percent,CORE,Corn,1990,485.7806208
124753,Global,30 percent,CORE,Corn,1990,485.7806208
124754,Global,40 percent,CORE,Corn,1990,485.7806208
124755,Global,50 percent,CORE,Corn,1990,485.7806208
124756,Global,60 percent,CORE,Corn,1990,485.7806208
124757,Global,70 percent,CORE,Corn,1990,485.7806208
124758,Global,80 percent,CORE,Corn,1990,485.7806208
124759,Global,90 percent,CORE,Corn,1990,485.7806208
124760,Global,High Availability,CORE,Corn,1990,485.7806208
124761,Global,Low Availability,CORE,Corn,1990,485.7806208
124762,Global,0 percent,CORE,FiberCrop,1990,59.39196224
124763,Global,10 percent,CORE,FiberCrop,1990,59.39196224
124764,Global,100 percent,CORE,FiberCrop,1990,59.39196224
124765,Global,20 percent,CORE,FiberCrop,1990,59.39196224
124766,Global,30 percent,CORE,FiberCrop,1990,59.39196224
124767,Global,40 percent,CORE,FiberCrop,1990,59.39196224
124768,Global,50 percent,CORE,FiberCrop,1990,59.39196224
124769,Global,60 percent,CORE,FiberCrop,1990,59.39196224
124770,Global,70 percent,CORE,FiberCrop,1990,59.39196224
124771,Global,80 percent,CORE,FiberCrop,1990,59.39196224
124772,Global,90 percent,CORE,FiberCrop,1990,59.39196224
124773,Global,High Availability,CORE,FiberCrop,1990,59.39196224
124774,Global,Low Availability,CORE,FiberCrop,1990,59.39196224
124775,Global,0 percent,CORE,FodderGrass,1990,561.2794289
124776,Global,10 percent,CORE,FodderGrass,1990,561.2794289
124777,Global,100 percent,CORE,FodderGrass,1990,561.2794289
124778,Global,20 percent,CORE,FodderGrass,1990,561.2794289
124779,Global,30 percent,CORE,FodderGrass,1990,561.2794289
124780,Global,40 percent,CORE,FodderGrass,1990,561.2794289
124781,Global,50 percent,CORE,FodderGrass,1990,561.2794289
124782,Global,60 percent,CORE,FodderGrass,1990,561.2794289
124783,Global,70 percent,CORE,FodderGrass,1990,561.2794289
124784,Global,80 percent,CORE,FodderGrass,1990,561.2794289
124785,Global,90 percent,CORE,FodderGrass,1990,561.2794289
124786,Global,High Availability,CORE,FodderGrass,1990,561.2794289
124787,Global,Low Availability,CORE,FodderGrass,1990,561.2794289
124788,Global,0 percent,CORE,FodderHerb,1990,1251.903677
124789,Global,10 percent,CORE,FodderHerb,1990,1251.903677
124790,Global,100 percent,CORE,FodderHerb,1990,1251.903677
124791,Global,20 percent,CORE,FodderHerb,1990,1251.903677
124792,Global,30 percent,CORE,FodderHerb,1990,1251.903677
124793,Global,40 percent,CORE,FodderHerb,1990,1251.903677
124794,Global,50 percent,CORE,FodderHerb,1990,1251.903677
124795,Global,60 percent,CORE,FodderHerb,1990,1251.903677
124796,Global,70 percent,CORE,FodderHerb,1990,1251.903677
124797,Global,80 percent,CORE,FodderHerb,1990,1251.903677
124798,Global,90 percent,CORE,FodderHerb,1990,1251.903677
124799,Global,High Availability,CORE,FodderHerb,1990,1251.903677
124800,Global,Low Availability,CORE,FodderHerb,1990,1251.903677
124801,Global,0 percent,CORE,Forest,1990,3.458235493
124802,Global,10 percent,CORE,Forest,1990,3.458235493
124803,Global,100 percent,CORE,Forest,1990,3.458235493
124804,Global,20 percent,CORE,Forest,1990,3.458235493
124805,Global,30 percent,CORE,Forest,1990,3.458235493
124806,Global,40 percent,CORE,Forest,1990,3.458235493
124807,Global,50 percent,CORE,Forest,1990,3.458235493
124808,Global,60 percent,CORE,Forest,1990,3.458235493
124809,Global,70 percent,CORE,Forest,1990,3.458235493
124810,Global,80 percent,CORE,Forest,1990,3.458235493
124811,Global,90 percent,CORE,Forest,1990,3.458235493
124812,Global,High Availability,CORE,Forest,1990,3.458235493
124813,Global,Low Availability,CORE,Forest,1990,3.458235493
124814,Global,0 percent,CORE,MiscCrop,1990,901.2740536
124815,Global,10 percent,CORE,MiscCrop,1990,901.2740536
124816,Global,100 percent,CORE,MiscCrop,1990,901.2740536
124817,Global,20 percent,CORE,MiscCrop,1990,901.2740536
124818,Global,30 percent,CORE,MiscCrop,1990,901.2740536
124819,Global,40 percent,CORE,MiscCrop,1990,901.2740536
124820,Global,50 percent,CORE,MiscCrop,1990,901.2740536
124821,Global,60 percent,CORE,MiscCrop,1990,901.2740536
124822,Global,70 percent,CORE,MiscCrop,1990,901.2740536
124823,Global,80 percent,CORE,MiscCrop,1990,901.2740536
124824,Global,90 percent,CORE,MiscCrop,1990,901.2740536
124825,Global,High Availability,CORE,MiscCrop,1990,901.2740536
124826,Global,Low Availability,CORE,MiscCrop,1990,901.2740536
124827,Global,0 percent,CORE,OilCrop,1990,196.1534729
124828,Global,10 percent,CORE,OilCrop,1990,196.1534729
124829,Global,100 percent,CORE,OilCrop,1990,196.1534729
124830,Global,20 percent,CORE,OilCrop,1990,196.1534729
124831,Global,30 percent,CORE,OilCrop,1990,196.1534729
124832,Global,40 percent,CORE,OilCrop,1990,196.1534729
124833,Global,50 percent,CORE,OilCrop,1990,196.1534729
124834,Global,60 percent,CORE,OilCrop,1990,196.1534729
124835,Global,70 percent,CORE,OilCrop,1990,196.1534729
124836,Global,80 percent,CORE,OilCrop,1990,196.1534729
124837,Global,90 percent,CORE,OilCrop,1990,196.1534729
124838,Global,High Availability,CORE,OilCrop,1990,196.1534729
124839,Global,Low Availability,CORE,OilCrop,1990,196.1534729
124840,Global,0 percent,CORE,OtherGrain,1990,342.6310009
124841,Global,10 percent,CORE,OtherGrain,1990,342.6310009
124842,Global,100 percent,CORE,OtherGrain,1990,342.6310009
124843,Global,20 percent,CORE,OtherGrain,1990,342.6310009
124844,Global,30 percent,CORE,OtherGrain,1990,342.6310009
124845,Global,40 percent,CORE,OtherGrain,1990,342.6310009
124846,Global,50 percent,CORE,OtherGrain,1990,342.6310009
124847,Global,60 percent,CORE,OtherGrain,1990,342.6310009
124848,Global,70 percent,CORE,OtherGrain,1990,342.6310009
124849,Global,80 percent,CORE,OtherGrain,1990,342.6310009
124850,Global,90 percent,CORE,OtherGrain,1990,342.6310009
124851,Global,High Availability,CORE,OtherGrain,1990,342.6310009
124852,Global,Low Availability,CORE,OtherGrain,1990,342.6310009
124853,Global,0 percent,CORE,PalmFruit,1990,101.4374042
124854,Global,10 percent,CORE,PalmFruit,1990,101.4374042
124855,Global,100 percent,CORE,PalmFruit,1990,101.4374042
124856,Global,20 percent,CORE,PalmFruit,1990,101.4374042
124857,Global,30 percent,CORE,PalmFruit,1990,101.4374042
124858,Global,40 percent,CORE,PalmFruit,1990,101.4374042
124859,Global,50 percent,CORE,PalmFruit,1990,101.4374042
124860,Global,60 percent,CORE,PalmFruit,1990,101.4374042
124861,Global,70 percent,CORE,PalmFruit,1990,101.4374042
124862,Global,80 percent,CORE,PalmFruit,1990,101.4374042
124863,Global,90 percent,CORE,PalmFruit,1990,101.4374042
124864,Global,High Availability,CORE,PalmFruit,1990,101.4374042
124865,Global,Low Availability,CORE,PalmFruit,1990,101.4374042
124866,Global,0 percent,CORE,Pasture,1990,1781.582249
124867,Global,10 percent,CORE,Pasture,1990,1781.582249
124868,Global,100 percent,CORE,Pasture,1990,1781.582249
124869,Global,20 percent,CORE,Pasture,1990,1781.582249
124870,Global,30 percent,CORE,Pasture,1990,1781.582249
124871,Global,40 percent,CORE,Pasture,1990,1781.582249
124872,Global,50 percent,CORE,Pasture,1990,1781.582249
124873,Global,60 percent,CORE,Pasture,1990,1781.582249
124874,Global,70 percent,CORE,Pasture,1990,1781.582249
124875,Global,80 percent,CORE,Pasture,1990,1781.582249
124876,Global,90 percent,CORE,Pasture,1990,1781.582249
124877,Global,High Availability,CORE,Pasture,1990,1781.582249
124878,Global,Low Availability,CORE,Pasture,1990,1781.582249
124879,Global,0 percent,CORE,Rice,1990,515.8121732
124880,Global,10 percent,CORE,Rice,1990,515.8121732
124881,Global,100 percent,CORE,Rice,1990,515.8121732
124882,Global,20 percent,CORE,Rice,1990,515.8121732
124883,Global,30 percent,CORE,Rice,1990,515.8121732
124884,Global,40 percent,CORE,Rice,1990,515.8121732
124885,Global,50 percent,CORE,Rice,1990,515.8121732
124886,Global,60 percent,CORE,Rice,1990,515.8121732
124887,Global,70 percent,CORE,Rice,1990,515.8121732
124888,Global,80 percent,CORE,Rice,1990,515.8121732
124889,Global,90 percent,CORE,Rice,1990,515.8121732
124890,Global,High Availability,CORE,Rice,1990,515.8121732
124891,Global,Low Availability,CORE,Rice,1990,515.8121732
124892,Global,0 percent,CORE,RootTuber,1990,580.7204752
124893,Global,10 percent,CORE,RootTuber,1990,580.7204752
124894,Global,100 percent,CORE,RootTuber,1990,580.7204752
124895,Global,20 percent,CORE,RootTuber,1990,580.7204752
124896,Global,30 percent,CORE,RootTuber,1990,580.7204752
124897,Global,40 percent,CORE,RootTuber,1990,580.7204752
124898,Global,50 percent,CORE,RootTuber,1990,580.7204752
124899,Global,60 percent,CORE,RootTuber,1990,580.7204752
124900,Global,70 percent,CORE,RootTuber,1990,580.7204752
124901,Global,80 percent,CORE,RootTuber,1990,580.7204752
124902,Global,90 percent,CORE,RootTuber,1990,580.7204752
124903,Global,High Availability,CORE,RootTuber,1990,580.7204752
124904,Global,Low Availability,CORE,RootTuber,1990,580.7204752
124905,Global,0 percent,CORE,SugarCrop,1990,1350.15092
124906,Global,10 percent,CORE,SugarCrop,1990,1350.15092
124907,Global,100 percent,CORE,SugarCrop,1990,1350.15092
124908,Global,20 percent,CORE,SugarCrop,1990,1350.15092
124909,Global,30 percent,CORE,SugarCrop,1990,1350.15092
124910,Global,40 percent,CORE,SugarCrop,1990,1350.15092
124911,Global,50 percent,CORE,SugarCrop,1990,1350.15092
124912,Global,60 percent,CORE,SugarCrop,1990,1350.15092
124913,Global,70 percent,CORE,SugarCrop,1990,1350.15092
124914,Global,80 percent,CORE,SugarCrop,1990,1350.15092
124915,Global,90 percent,CORE,SugarCrop,1990,1350.15092
124916,Global,High Availability,CORE,SugarCrop,1990,1350.15092
124917,Global,Low Availability,CORE,SugarCrop,1990,1350.15092
124918,Global,0 percent,CORE,Wheat,1990,548.6748785
124919,Global,10 percent,CORE,Wheat,1990,548.6748785
124920,Global,100 percent,CORE,Wheat,1990,548.6748785
124921,Global,20 percent,CORE,Wheat,1990,548.6748785
124922,Global,30 percent,CORE,Wheat,1990,548.6748785
124923,Global,40 percent,CORE,Wheat,1990,548.6748785
124924,Global,50 percent,CORE,Wheat,1990,548.6748785
124925,Global,60 percent,CORE,Wheat,1990,548.6748785
124926,Global,70 percent,CORE,Wheat,1990,548.6748785
124927,Global,80 percent,CORE,Wheat,1990,548.6748785
124928,Global,90 percent,CORE,Wheat,1990,548.6748785
124929,Global,High Availability,CORE,Wheat,1990,548.6748785
124930,Global,Low Availability,CORE,Wheat,1990,548.6748785
124931,Global,0 percent,CORE,biomass,2005,15.73720515
124932,Global,10 percent,CORE,biomass,2005,15.73720515
124933,Global,100 percent,CORE,biomass,2005,15.73720515
124934,Global,20 percent,CORE,biomass,2005,15.73720515
124935,Global,30 percent,CORE,biomass,2005,15.73720515
124936,Global,40 percent,CORE,biomass,2005,15.73720515
124937,Global,50 percent,CORE,biomass,2005,15.73720515
124938,Global,60 percent,CORE,biomass,2005,15.73720515
124939,Global,70 percent,CORE,biomass,2005,15.73720515
124940,Global,80 percent,CORE,biomass,2005,15.73720515
124941,Global,90 percent,CORE,biomass,2005,15.73720515
124942,Global,High Availability,CORE,biomass,2005,15.73720515
124943,Global,Low Availability,CORE,biomass,2005,15.73720515
124944,Global,0 percent,CORE,Corn,2005,726.5958577
124945,Global,10 percent,CORE,Corn,2005,726.5958577
124946,Global,100 percent,CORE,Corn,2005,726.5958577
124947,Global,20 percent,CORE,Corn,2005,726.5958577
124948,Global,30 percent,CORE,Corn,2005,726.5958577
124949,Global,40 percent,CORE,Corn,2005,726.5958577
124950,Global,50 percent,CORE,Corn,2005,726.5958577
124951,Global,60 percent,CORE,Corn,2005,726.5958577
124952,Global,70 percent,CORE,Corn,2005,726.5958577
124953,Global,80 percent,CORE,Corn,2005,726.5958577
124954,Global,90 percent,CORE,Corn,2005,726.5958577
124955,Global,High Availability,CORE,Corn,2005,726.5958577
124956,Global,Low Availability,CORE,Corn,2005,726.5958577
124957,Global,0 percent,CORE,FiberCrop,2005,73.13984057
124958,Global,10 percent,CORE,FiberCrop,2005,73.13984057
124959,Global,100 percent,CORE,FiberCrop,2005,73.13984057
124960,Global,20 percent,CORE,FiberCrop,2005,73.13984057
124961,Global,30 percent,CORE,FiberCrop,2005,73.13984057
124962,Global,40 percent,CORE,FiberCrop,2005,73.13984057
124963,Global,50 percent,CORE,FiberCrop,2005,73.13984057
124964,Global,60 percent,CORE,FiberCrop,2005,73.13984057
124965,Global,70 percent,CORE,FiberCrop,2005,73.13984057
124966,Global,80 percent,CORE,FiberCrop,2005,73.13984057
124967,Global,90 percent,CORE,FiberCrop,2005,73.13984057
124968,Global,High Availability,CORE,FiberCrop,2005,73.13984057
124969,Global,Low Availability,CORE,FiberCrop,2005,73.13984057
124970,Global,0 percent,CORE,FodderGrass,2005,714.3608119
124971,Global,10 percent,CORE,FodderGrass,2005,714.3608119
124972,Global,100 percent,CORE,FodderGrass,2005,714.3608119
124973,Global,20 percent,CORE,FodderGrass,2005,714.3608119
124974,Global,30 percent,CORE,FodderGrass,2005,714.3608119
124975,Global,40 percent,CORE,FodderGrass,2005,714.3608119
124976,Global,50 percent,CORE,FodderGrass,2005,714.3608119
124977,Global,60 percent,CORE,FodderGrass,2005,714.3608119
124978,Global,70 percent,CORE,FodderGrass,2005,714.3608119
124979,Global,80 percent,CORE,FodderGrass,2005,714.3608119
124980,Global,90 percent,CORE,FodderGrass,2005,714.3608119
124981,Global,High Availability,CORE,FodderGrass,2005,714.3608119
124982,Global,Low Availability,CORE,FodderGrass,2005,714.3608119
124983,Global,0 percent,CORE,FodderHerb,2005,884.3117263
124984,Global,10 percent,CORE,FodderHerb,2005,884.3117263
124985,Global,100 percent,CORE,FodderHerb,2005,884.3117263
124986,Global,20 percent,CORE,FodderHerb,2005,884.3117263
124987,Global,30 percent,CORE,FodderHerb,2005,884.3117263
124988,Global,40 percent,CORE,FodderHerb,2005,884.3117263
124989,Global,50 percent,CORE,FodderHerb,2005,884.3117263
124990,Global,60 percent,CORE,FodderHerb,2005,884.3117263
124991,Global,70 percent,CORE,FodderHerb,2005,884.3117263
124992,Global,80 percent,CORE,FodderHerb,2005,884.3117263
124993,Global,90 percent,CORE,FodderHerb,2005,884.3117263
124994,Global,High Availability,CORE,FodderHerb,2005,884.3117263
124995,Global,Low Availability,CORE,FodderHerb,2005,884.3117263
124996,Global,0 percent,CORE,Forest,2005,3.58592566
124997,Global,10 percent,CORE,Forest,2005,3.58592566
124998,Global,100 percent,CORE,Forest,2005,3.58592566
124999,Global,20 percent,CORE,Forest,2005,3.58592566
125000,Global,30 percent,CORE,Forest,2005,3.58592566
125001,Global,40 percent,CORE,Forest,2005,3.58592566
125002,Global,50 percent,CORE,Forest,2005,3.58592566
125003,Global,60 percent,CORE,Forest,2005,3.58592566
125004,Global,70 percent,CORE,Forest,2005,3.58592566
125005,Global,80 percent,CORE,Forest,2005,3.58592566
125006,Global,90 percent,CORE,Forest,2005,3.58592566
125007,Global,High Availability,CORE,Forest,2005,3.58592566
125008,Global,Low Availability,CORE,Forest,2005,3.58592566
125009,Global,0 percent,CORE,MiscCrop,2005,1539.163912
125010,Global,10 percent,CORE,MiscCrop,2005,1539.163912
125011,Global,100 percent,CORE,MiscCrop,2005,1539.163912
